Date,Domain,Page Type,Tweet,Country Character,Country Competence,People Character,People Competence,Sentiment
57:54.0,twitter.com,twitter,hubei province sits chinas geographic heart intersection countrys critical road rail water transportation networks central national development strategies,0.2612098,0.2398013,0.25799093,0.24099796,neutral
57:51.0,twitter.com,twitter,china totally quarantained end next week citizens trying escape country means coronavirus cononavirus caronavirus coronovirus incubination period two weeks would need quarantine period twee weeks costly,0.26153862,0.23984261,0.25849673,0.240122,neutral
57:30.0,twitter.com,twitter,china govt virus death toll rises new fatalities coronarvirus chinavirus,0.2651484,0.25676444,0.23978037,0.23830675,negative
57:15.0,twitter.com,twitter,bbc coronavirus worldwide cases overtake sars outbreak around cases sars eightmonth outbreak nearly people infected new coronavirus china,0.26931363,0.2358525,0.2524786,0.24235529,neutral
57:03.0,twitter.com,twitter,kevin sood anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo,0.23511639,0.26641285,0.23831663,0.26015413,neutral
56:46.0,twitter.com,twitter,another person literately fell dead ground ill coronavirus hubei province china video contains disturbing footage,0.26135215,0.2563429,0.24122891,0.24107604,negative
56:40.0,twitter.com,twitter,picture month goes civilian aircraft pilot leaving china full protective suit face mask coronavirus,0.26322204,0.26089054,0.23956302,0.23632434,negative
56:32.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
56:26.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
56:22.0,twitter.com,twitter,coronavirus myanmar turns back chinese flight guangzhou passenger symptoms quarantined yangon china southern jet sent home almost everyone board friday one passenger flu symptoms fooling around here,0.2591199,0.2409196,0.25597823,0.24398223,neutral
55:48.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
54:51.0,twitter.com,twitter,masked wedding china life goes coronarvirus,0.23760964,0.234705,0.26686326,0.26082215,neutral
54:49.0,twitter.com,twitter,wuhan union hospital bypassed red cross china asked donations online medical staff punished standing outside food collection site like begging food given anything china wuhan wuhanpneumonia chinaoutbreak chinahospital,0.26084185,0.23909353,0.2595111,0.2405535,negative
54:40.0,twitter.com,twitter,citizen hubei province china within past days subject quarantine two weeks announces,0.2627481,0.25700402,0.2415915,0.2386564,neutral
54:22.0,twitter.com,twitter,declares coronavirus emergency sets new restrictions enter country china,0.23860115,0.25714532,0.24872814,0.25552547,negative
53:56.0,twitter.com,twitter,special report similar ebolavirus racialized distinctly african illness news coronavirus led outbreak anti chinese racism across west,0.26539293,0.23967603,0.24876818,0.24616283,negative
53:34.0,twitter.com,twitter,response ncov proves china much influence downplayed problem allow taiwan increasing global risk stop playing politics risking lives quarantinechina,0.25659236,0.24266464,0.25619867,0.24454433,neutral
53:27.0,twitter.com,twitter,jinping coronavirus neither muslim christian buddhist cant kill virus bombs guns torture imprison this virus result support terrorist regime iran massacre innocent people china,0.24320044,0.23660772,0.262658,0.25753388,negative
53:09.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
53:04.0,twitter.com,twitter,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain,0.2663101,0.26036793,0.23669758,0.23662436,neutral
52:15.0,twitter.com,twitter,napping anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo,0.23511992,0.26700023,0.23851767,0.25936222,neutral
51:51.0,twitter.com,twitter,pst good day anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo,0.23601258,0.2662654,0.24038486,0.2573372,neutral
51:44.0,twitter.com,twitter,shocking evidence people hubei province dropping onto floor ill coronavirus china,0.26078728,0.25058895,0.2463201,0.24230365,negative
51:36.0,twitter.com,twitter,elon musk nobel peace prize retweet agree tsla tesla china unitedstates,0.26151738,0.25424978,0.24642447,0.23780838,neutral
51:14.0,twitter.com,twitter,special srilankan airlines charter flight leaves china bring back lankan students presently residing wuhan coronavirus srilanka lka,0.26567367,0.23541038,0.26160353,0.23731247,neutral
51:08.0,twitter.com,twitter,sisters new dog maverick anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo,0.23555653,0.26627126,0.23908445,0.2590877,neutral
50:45.0,twitter.com,twitter,china resurrects great cannon ddos attacks hongkong forum zdnet cybersecurity techjunkienews,0.26146582,0.23639232,0.25549093,0.24665095,neutral
50:26.0,twitter.com,twitter,wall street need work weekend prepare doomsday bunker algos precaution coronarvirus china,0.2432954,0.25504684,0.24702531,0.2546324,neutral
50:06.0,twitter.com,twitter,suspected case coronavirus admitted medical ward saidu teaching hospital swat suspected patient arrived swat china days ago plz apply safety protocols earliest safe everyone,0.26486316,0.23447579,0.26146036,0.2392007,neutral
50:05.0,twitter.com,twitter,china expresses concern unofficially chinese nationals discriminated srilanka due coronavirus scare lka authorities told chinese turned away restaurants hotels hospitals spas supermarkets locals,0.26469997,0.23965313,0.2559262,0.23972073,negative
49:12.0,twitter.com,twitter,kevinsood owl anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo,0.23555414,0.2643958,0.23874289,0.26130715,neutral
48:43.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
48:17.0,twitter.com,twitter,chinese man suddenly lose consciousness street allegedly wuhan first case ppl suddenly collapse symptoms makes chinese coronavirus hard discover ppl infected could apparent symptoms like fever cough china,0.2611574,0.23968875,0.25777328,0.24138054,negative
47:41.0,twitter.com,twitter,house warns china dalailama succession process threatens sanctions house passed bill sanctions chinese officials meddling dalai lamas succession,0.2544791,0.24953413,0.2424084,0.2535784,negative
47:40.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
47:28.0,twitter.com,twitter,chinas beltandroad became global trail trouble good read,0.2487882,0.22855555,0.2635656,0.2590907,neutral
47:24.0,twitter.com,twitter,media china falsely reported coronavirus spread pets like cats dogs chinese ignored truth choose kill pets thrown windows tall buildings coronavirus chinapneumonia chinacoronavirus,0.26590034,0.23704386,0.2565144,0.24054137,negative
47:23.0,twitter.com,twitter,china perfectly great question answer don t touch eyes nose handsfingers,0.24135412,0.23520288,0.26674142,0.25670156,positive
47:09.0,twitter.com,twitter,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice,0.26655942,0.24961503,0.24507885,0.23874675,neutral
46:21.0,twitter.com,twitter,senators bunch cowards bow looks like chinese cuban parliament always leader wants,0.23452374,0.26344076,0.24142483,0.26061067,neutral
46:19.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,0.26583332,0.22939658,0.26153967,0.24323048,negative
46:08.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
46:00.0,twitter.com,twitter,number confirmed deaths chinas coronavirus outbreak risen authorities hardesthit hubei province saturday reported new fatalities afp,0.26805693,0.23829177,0.2521885,0.24146281,negative
45:32.0,twitter.com,twitter,ontario announces new case novel coronavirus london cp torontos breaking news ncov ncov health healthscare coronavirus china wuhan globalhealth healthemergency coronavirusoutbreak epidemic publichealth canada pandemic,0.2616953,0.23743547,0.2518086,0.24906059,neutral
45:21.0,twitter.com,twitter,coronavirus death toll rises new coronavirus deaths china coronarvirus coronarovirus coronavirus coronaviruswuhan china,0.2706654,0.23106363,0.2598726,0.23839833,negative
45:21.0,twitter.com,twitter,leaked videos china coronavirus claims victims death toll way officially reported coronavirusoutbreak,0.26744395,0.2388964,0.2540899,0.23956978,neutral
45:06.0,twitter.com,twitter,iran suspends flights china due coronavirus iran china coronavirus,0.23416252,0.25893378,0.24881871,0.258085,neutral
44:50.0,twitter.com,twitter,breaking santa clara county california confirmed first case coronavirus says local health department china virus,0.26606926,0.2604598,0.23691514,0.23655583,neutral
44:17.0,twitter.com,twitter,somebody england china srilanka german america want write english friends poland,0.23397048,0.26224566,0.24338453,0.26039928,neutral
44:16.0,twitter.com,twitter,i m hearing multiple coronavirus cases area unconfirmed less it s must take drastic action we re going stop virus china caused huge problem world,0.23708455,0.2366748,0.2682108,0.25802985,negative
44:12.0,twitter.com,twitter,want improve chinese engaging traditional performances visiting historic sites around china attending exclusive lectures free apply join peking university chinese language summer school,0.23997898,0.23839903,0.26234704,0.259275,neutral
43:36.0,twitter.com,twitter,chinese embassy windhoek demanding chinese nationals recently returned namibia must stay home days quarantine ensure infected novel coronavirus,0.26500753,0.25472072,0.24304418,0.23722756,neutral
43:00.0,twitter.com,twitter,can t say i m loling it s remarkable things playing big challenge chinese communist party authoritarianism china structurally incapable transparency int l cooperation needed heart goes chinese people,0.24054152,0.23550805,0.26391432,0.2600362,neutral
42:54.0,twitter.com,twitter,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism,0.2426722,0.24250887,0.2589389,0.25587997,negative
41:56.0,twitter.com,twitter,china harrowing footage shows dog yelping barbecued alive street market via,0.2426159,0.23598997,0.26597732,0.2554168,negative
41:53.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
40:53.0,twitter.com,twitter,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home,0.26064324,0.2605876,0.23946047,0.23930873,negative
40:34.0,twitter.com,twitter,seventh confirmed coronarvirus patient northern california said exposed traveling china,0.26598364,0.25244114,0.24240872,0.23916651,negative
40:31.0,twitter.com,twitter,think started one city sound familiar hint racoon city coronavirus wuhan ncov pneumonia wuhanoutbreak china,0.26006037,0.2393818,0.2583055,0.24225235,neutral
40:29.0,twitter.com,twitter,coronavirusoutbreak canada s toronto janlondonrd ontario usa th coronavirus male santaclara bayarea southbay travelwuhan chinareturn sanjose airport jan self isolatefew contacts,0.24266386,0.23567739,0.2608551,0.2608037,neutral
40:27.0,twitter.com,twitter,persontoperson transmission seen least countries outside china japan vietnam germany taiwan coronavirus taiwan part china,0.2686031,0.23754813,0.25444743,0.2394013,neutral
40:19.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
40:18.0,twitter.com,twitter,persontoperson transmission seen least countries outside china japan vietnam germany taiwan coronavirus taiwan part china taiwan,0.26884168,0.23728608,0.25553668,0.23833558,neutral
39:43.0,twitter.com,twitter,travelers prepared travel restrictions put effect little advance notice warned americans traveling china amid coronavirusoutbreak,0.2609086,0.25169748,0.24868792,0.238706,negative
39:31.0,twitter.com,twitter,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo,0.25541005,0.25521332,0.24822173,0.24115488,neutral
39:25.0,twitter.com,twitter,hubei province jan new cases pneumonia new deaths total cases severe critical medical watch china,0.263366,0.24926987,0.24527115,0.24209297,neutral
39:21.0,twitter.com,twitter,special report similar ebolavirus racialized distinctly african illness news coronavirus led outbreak anti chinese racism across west,0.26539293,0.23967603,0.24876818,0.24616283,negative
38:56.0,twitter.com,twitter,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook,0.26097873,0.2369077,0.25596488,0.2461487,negative
38:03.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
38:00.0,twitter.com,twitter,latest norwaytrump thanks coronavirus china,0.26201364,0.2579612,0.24339241,0.2366327,neutral
37:32.0,twitter.com,twitter,turkish cargo plane arrives china evacuate people including turkish azerbaijani georgian albanian nationals wuhan province epicentre coronavirus outbreak via china,0.26199007,0.2561819,0.24366456,0.23816344,neutral
36:38.0,twitter.com,twitter,seventh confirmed coronarvirus patient northern california said exposed traveling china,0.26598364,0.25244114,0.24240872,0.23916651,negative
36:34.0,twitter.com,twitter,declaring public health emergency international concern global outbreak ncov happening china happening countries,0.26332822,0.2407293,0.24958508,0.24635747,negative
36:29.0,twitter.com,twitter,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain,0.2663101,0.26036793,0.23669758,0.23662436,neutral
36:25.0,twitter.com,twitter,bidu raised guidance much china tanking mondaynext,0.2394357,0.2385479,0.2619041,0.26011235,neutral
36:17.0,twitter.com,twitter,keep date indestructibles progress bringing product range expertise rapidly developing aerospace indusrtry china specialistcoatings aircraftpaint aerospacecoatings industrialpaint intumesentcoatings subcon mach,0.2640658,0.2390861,0.25744757,0.23940057,neutral
36:09.0,twitter.com,twitter,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak,0.26583332,0.22939658,0.26153967,0.24323048,negative
36:04.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
35:46.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
35:27.0,twitter.com,twitter,china virus death toll rises new fatalities government says afp,0.26464283,0.2569081,0.24389893,0.23455027,negative
35:25.0,twitter.com,twitter,speed china detected outbreak isolated virus sequenced genome shared world impressive s commitment transparency supporting countries ncov,0.26381028,0.23771994,0.25783762,0.2406321,neutral
35:24.0,twitter.com,twitter,pompei calls communist china central threat times,0.2658099,0.25323173,0.24608581,0.23487261,negative
35:23.0,twitter.com,twitter,students stranded china scared want return pakistan cronavirus,0.26543516,0.25749826,0.24136238,0.23570427,negative
34:57.0,twitter.com,twitter,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook,0.26097873,0.2369077,0.25596488,0.2461487,negative
34:54.0,twitter.com,twitter,china leaders sacrifice coronavirusinfected cities save others prepared accept millions fatalities,0.26180625,0.25969854,0.24117374,0.2373215,neutral
34:47.0,twitter.com,twitter,coronavirus lived visited affected areas china come contact anyone ill take steps stay informed eat balanced diet get enough sleep avoid touching eyes nose mouth wash hands ncov ncov,0.26286495,0.23976909,0.25675416,0.24061178,neutral
34:41.0,twitter.com,twitter,update read statement spanish spain confirming first case coronavirus china wuhan hubei,0.26557556,0.2607556,0.2407085,0.23296034,neutral
34:27.0,twitter.com,twitter,redcross help china people wuhan elite cant trust humanitarian organizations anymore trust,0.24349035,0.23599496,0.26220283,0.25831184,negative
34:27.0,twitter.com,twitter,breaking basrah airport allow travelers china enter,0.23822336,0.26774472,0.24120007,0.25283182,neutral
34:17.0,twitter.com,twitter,coronavirus official figures update dead infected suspected infected recovered discharged hubei alone infected dead wuhan city infected dead china,0.27242723,0.23335846,0.255362,0.23885225,negative
34:16.0,twitter.com,twitter,seventh confirmed coronarvirus patient northern california said exposed traveling china,0.26598364,0.25244114,0.24240872,0.23916651,negative
33:58.0,twitter.com,twitter,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done,0.24544585,0.24444072,0.2584506,0.2516628,neutral
33:21.0,twitter.com,twitter,bars foreigners coming china virus fear jan,0.24505675,0.23412728,0.26047978,0.26033622,negative
33:09.0,twitter.com,twitter,update read statement spanish spain confirming first case coronavirus china wuhan hubei,0.26557556,0.2607556,0.2407085,0.23296034,neutral
32:54.0,twitter.com,twitter,coronavirus outbreak scared great podcast posted jan featuring several actors witnesses china usa including ncov dontcoverdiscover,0.2642222,0.26284376,0.23935835,0.2335757,neutral
32:50.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
32:42.0,twitter.com,twitter,hmmmsome interesting developments coronavirus true coronavirusaustralia coronaviruscanada ncov china wuhanoutbreak hiv,0.27014482,0.23059148,0.2598577,0.23940592,neutral
32:40.0,twitter.com,twitter,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain,0.2663101,0.26036793,0.23669758,0.23662436,neutral
32:32.0,twitter.com,twitter,thanks highlighting issue without global pressure china isnt likely address serious risks mass outbreaks deaths inside mass detention camps uyghur region millions lives stake lets get whourumqi asap,0.2593349,0.2556649,0.24487174,0.24012846,neutral
32:06.0,twitter.com,twitter,spain confirms first case coronavirus coronavirusoutbreak wuhan china,0.26427323,0.25841105,0.24011874,0.23719701,neutral
31:59.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
31:13.0,twitter.com,twitter,ppl get hysterical bully chineseeastasians elsewhere pls calm deaths caused wuhancoronavirus except china govt slow recog disease pray infected make speedy recoveries,0.26675034,0.23560573,0.25698298,0.240661,negative
31:05.0,twitter.com,twitter,since chinese communist party came power continuously suppressed persecuted christianity catholicism order fully eradicate religious beliefs establish china zone atheism chinese communist suppressed,0.24104284,0.23387274,0.2630859,0.26199847,negative
31:01.0,twitter.com,twitter,declaring public health emergency international concern global outbreak ncov happening china happening countries,0.26332822,0.2407293,0.24958508,0.24635747,negative
30:58.0,twitter.com,twitter,united states declared coronavirusoutbreak publichealthemergency bar entry foreign nationals mainland china past days rampup efforts stem spread virus,0.26209027,0.24021202,0.2552351,0.24246268,neutral
30:44.0,twitter.com,twitter,hope graphic seems stabilizing except result methods cover real death infection rate china dont lookat picture look graph coronavirus cononavirus caronavirus coronovirus also next days,0.241151,0.23581252,0.26173973,0.26129672,neutral
30:39.0,twitter.com,twitter,live winnertakeall talking china tradedeal design business platform mcdonalds epic games marketplace consolidation join,0.24185754,0.2368609,0.26380083,0.25748077,neutral
30:11.0,twitter.com,twitter,listen howard markel director center history medicine discusses coronavirus quarantine china,0.23801482,0.25871938,0.24639133,0.2568745,neutral
30:10.0,twitter.com,twitter,unitedstates state department issued travel alert china coronavirus continues rapidly spread today delta airlines announced suspensions flights china know chinas economy beginning take pretty hard hit outbreak,0.23860037,0.2599791,0.242511,0.25890952,neutral
30:07.0,twitter.com,twitter,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain,0.2663101,0.26036793,0.23669758,0.23662436,neutral
29:29.0,twitter.com,twitter,great see introduce bill curb world bank funding china senate taxpayers subsidizing chinese economy circumstances bill,0.24395058,0.247634,0.25287023,0.25554514,neutral
29:19.0,twitter.com,twitter,naturalgas weekly update ethane exports rise china receives first cargos energytrade,0.2626261,0.25451213,0.24437788,0.2384839,neutral
29:07.0,twitter.com,twitter,beijing housing compounds saying residents enter time fears coronavirus infection china,0.26200277,0.24921456,0.24537443,0.24340816,negative
28:57.0,twitter.com,twitter,facialrecognition latest form payments china fintech payments iot tech deeplearning machinelearning makeyourownlane ir,0.25855616,0.2422354,0.25164238,0.24756607,neutral
28:30.0,twitter.com,twitter,hubei province jan new cases pneumonia new deaths total cases severe critical medical watch china,0.263366,0.24926987,0.24527115,0.24209297,neutral
27:54.0,twitter.com,twitter,right animal deserves abused tortured killed people selfishness crime life god good people world make positive impact vegan coronavirus coronavirusec china health,0.24331051,0.23549303,0.26175043,0.25944597,negative
27:18.0,twitter.com,twitter,china acts coronavirus temporarily bans wildlife trade china corona coronarvirus wildlife wildlifetrade animalrights,0.26336774,0.23304676,0.25839454,0.24519105,neutral
26:58.0,twitter.com,twitter,beijing joined shanghai extending official holidays essential services food production etc another week work restart th february coronavirus china,0.24089336,0.25803742,0.2435916,0.2574776,neutral
26:54.0,twitter.com,twitter,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook,0.26097873,0.2369077,0.25596488,0.2461487,negative
26:28.0,twitter.com,twitter,breaking iran suspends flights china bans flights china due coronavirus outbreak,0.23532474,0.25865528,0.24883442,0.25718555,negative
26:25.0,twitter.com,twitter,prepare meet inevitable disinfect air breathe uvc light healthcare professionals please comment need opinion coronarvirus coronarvirus viruscorona virus wuhan china disease,0.2636428,0.23618424,0.26235938,0.23781367,neutral
26:06.0,twitter.com,twitter,japan countries denying entry chinese citizens passports issued hubei province coronavirus emergency started singapore gone one step denying entry anyone passport china,0.25930563,0.25666445,0.24350825,0.24052167,neutral
25:58.0,twitter.com,twitter,wish chinese wouldn t eat wild animals time government banned root cause want treat problem coronarvirus china viruscorona,0.2409397,0.23917897,0.2600564,0.25982493,negative
25:32.0,twitter.com,twitter,china govt virus death toll rises new fatalities coronarvirus chinavirus,0.2651484,0.25676444,0.23978037,0.23830675,negative
25:11.0,twitter.com,twitter,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps,0.26447484,0.25294843,0.24340346,0.23917323,neutral
25:09.0,twitter.com,twitter,ping interview freedom speech china change interviews china hongkong,0.23695444,0.23525897,0.26561028,0.26217633,neutral
24:59.0,twitter.com,twitter,important declaring public health emergency international concern global outbreak coronavirus chief imagine china implications greatest concern potential virus spread countries weaker health systems,0.26215035,0.25180608,0.24343199,0.24261153,neutral
24:46.0,twitter.com,twitter,hubei province sits chinas geographic heart intersection countrys critical road rail water transportation networks central national development strategies,0.2612098,0.2398013,0.25799093,0.24099796,neutral
24:27.0,twitter.com,twitter,lieberals running scared unethical love china basicdictatorship exposing millions canadians imminent death antidote vaccine tantamount massmurder treason trudeaumustgo jailjustin,0.25931194,0.24393857,0.25079325,0.24595626,negative
24:25.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
24:22.0,twitter.com,twitter,banning entry china coronavirus travel tourism ban kdwn,0.24291517,0.24091356,0.2600451,0.25612617,neutral
24:16.0,twitter.com,twitter,china george orwells steroids,0.26360685,0.25389716,0.24677436,0.23572159,neutral
23:57.0,twitter.com,twitter,uprising quickly ended qing dynasty began wuhan today people china saying epidemic overwhelming regime wuhan chinas chernobyl marx told history repeats wuhancoronavirus,0.2682524,0.23601878,0.2533407,0.24238808,negative
23:43.0,twitter.com,twitter,breakingnews via chris martenson wuhan,0.23580383,0.23533331,0.26822993,0.26063296,neutral
23:31.0,twitter.com,twitter,china panicbuilding entire hospitals matter days construction china wuhan engineering,0.26325616,0.26020372,0.24293068,0.23360941,neutral
23:01.0,twitter.com,twitter,united states declared coronavirusoutbreak publichealthemergency bar entry foreign nationals mainland china past days rampup efforts stem spread virus,0.26209027,0.24021202,0.2552351,0.24246268,neutral
22:47.0,twitter.com,twitter,i m scared many families separated result today s ban past travelers china deeply disproportionate response coronarvirus driven much white house s nativism real public health concern keepfamiliestogether,0.2597787,0.25377354,0.24364029,0.24280751,negative
22:15.0,twitter.com,twitter,goal efforts church china to testify world christ testify middle kingdom kingdom heaven testify earthly momentary lives heavenly eternal life wang,0.24624218,0.23826922,0.26216227,0.25332633,neutral
22:05.0,twitter.com,twitter,torture metal nails fingernails pulled electric shocks takes place black room punishment constant human subjects medical experiments women routinely raped china uyghurs,0.26258048,0.23330262,0.25848973,0.24562718,negative
21:22.0,twitter.com,twitter,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown,0.26010314,0.25197077,0.24682082,0.24110518,negative
21:05.0,twitter.com,twitter,wowthis know it s getting bad ufc china mma coronarvirus,0.23604691,0.2674563,0.23870936,0.2577874,negative
20:58.0,twitter.com,twitter,china george orwells steroids,0.26360685,0.25389716,0.24677436,0.23572159,neutral
20:45.0,twitter.com,twitter,past years many debated engagement decoupling china wuhancoronavirus decoupling seems consensus lol,0.25884908,0.25690874,0.24287626,0.24136597,neutral
