Country Character,Country Competence,People Character,People Competence,Tweet
0.0,0.0,0.0,0.0,jinping coronavirus neither muslim christian buddhist cant kill virus bombs guns torture imprison this virus result support terrorist regime iran massacre innocent people china
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain
0.0,0.0,0.0,0.0,napping anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo
0.0,0.0,0.0,0.0,pst good day anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,elon musk nobel peace prize retweet agree tsla tesla china unitedstates
0.0,0.0,0.0,0.0,special srilankan airlines charter flight leaves china bring back lankan students presently residing wuhan coronavirus srilanka lka
0.0,0.0,0.0,0.0,sisters new dog maverick anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo
0.0,0.0,0.0,0.0,china resurrects great cannon ddos attacks hongkong forum zdnet cybersecurity techjunkienews
0.0,0.0,0.0,0.0,wall street need work weekend prepare doomsday bunker algos precaution coronarvirus china
0.0,0.0,0.0,0.0,suspected case coronavirus admitted medical ward saidu teaching hospital swat suspected patient arrived swat china days ago plz apply safety protocols earliest safe everyone
0.0,0.0,0.0,0.0,china expresses concern unofficially chinese nationals discriminated srilanka due coronavirus scare lka authorities told chinese turned away restaurants hotels hospitals spas supermarkets locals
0.0,0.0,0.0,0.0,kevinsood owl anime nakamaya dbz dragonballz sailormoon onepeice naruto cute cutes funkopop fortnite japan china temecula riverside kevinsood bleach myheroacademia weeb weeboo
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,chinese man suddenly lose consciousness street allegedly wuhan first case ppl suddenly collapse symptoms makes chinese coronavirus hard discover ppl infected could apparent symptoms like fever cough china
0.0,0.0,0.0,0.0,house warns china dalailama succession process threatens sanctions house passed bill sanctions chinese officials meddling dalai lamas succession
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,chinas beltandroad became global trail trouble good read
0.0,0.0,0.0,0.0,media china falsely reported coronavirus spread pets like cats dogs chinese ignored truth choose kill pets thrown windows tall buildings coronavirus chinapneumonia chinacoronavirus
0.0,0.0,0.0,0.0,china perfectly great question answer don t touch eyes nose handsfingers
0.0,0.0,0.0,0.0,health alert ongoing outbreak respiratory illness caused novel new coronavirus first identified wuhan china additional cases identified international locations prepared travel restrictions little advance notice
0.0,0.0,0.0,0.0,senators bunch cowards bow looks like chinese cuban parliament always leader wants
0.0,0.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,number confirmed deaths chinas coronavirus outbreak risen authorities hardesthit hubei province saturday reported new fatalities afp
0.0,0.0,0.0,0.0,ontario announces new case novel coronavirus london cp torontos breaking news ncov ncov health healthscare coronavirus china wuhan globalhealth healthemergency coronavirusoutbreak epidemic publichealth canada pandemic
0.0,0.0,0.0,0.0,coronavirus death toll rises new coronavirus deaths china coronarvirus coronarovirus coronavirus coronaviruswuhan china
0.0,0.0,0.0,0.0,leaked videos china coronavirus claims victims death toll way officially reported coronavirusoutbreak
0.0,0.0,0.0,0.0,iran suspends flights china due coronavirus iran china coronavirus
0.0,0.0,0.0,0.0,breaking santa clara county california confirmed first case coronavirus says local health department china virus
0.0,0.0,0.0,0.0,somebody england china srilanka german america want write english friends poland
0.0,0.0,0.0,0.0,i m hearing multiple coronavirus cases area unconfirmed less it s must take drastic action we re going stop virus china caused huge problem world
0.0,0.0,0.0,0.0,want improve chinese engaging traditional performances visiting historic sites around china attending exclusive lectures free apply join peking university chinese language summer school
0.0,0.0,0.0,0.0,chinese embassy windhoek demanding chinese nationals recently returned namibia must stay home days quarantine ensure infected novel coronavirus
0.0,0.0,0.0,0.0,can t say i m loling it s remarkable things playing big challenge chinese communist party authoritarianism china structurally incapable transparency int l cooperation needed heart goes chinese people
0.0,0.0,0.0,0.0,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism
0.0,0.0,0.0,0.0,china harrowing footage shows dog yelping barbecued alive street market via
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,maskson china else china s communist regime getting bit creepy coronavirus response stalking people loudspeaker drones wearing masks it s clever scary one terrified child seen running back home
0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
0.0,0.0,0.0,0.0,think started one city sound familiar hint racoon city coronavirus wuhan ncov pneumonia wuhanoutbreak china
0.0,0.0,0.0,0.0,coronavirusoutbreak canada s toronto janlondonrd ontario usa th coronavirus male santaclara bayarea southbay travelwuhan chinareturn sanjose airport jan self isolatefew contacts
0.0,0.0,0.0,0.0,persontoperson transmission seen least countries outside china japan vietnam germany taiwan coronavirus taiwan part china
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,persontoperson transmission seen least countries outside china japan vietnam germany taiwan coronavirus taiwan part china taiwan
0.0,0.0,0.0,0.0,travelers prepared travel restrictions put effect little advance notice warned americans traveling china amid coronavirusoutbreak
0.0,0.0,0.0,0.0,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo
0.0,0.0,0.0,0.0,hubei province jan new cases pneumonia new deaths total cases severe critical medical watch china
0.0,0.0,0.0,0.0,special report similar ebolavirus racialized distinctly african illness news coronavirus led outbreak anti chinese racism across west
0.0,0.0,0.0,0.0,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,latest norwaytrump thanks coronavirus china
0.0,0.0,0.0,0.0,turkish cargo plane arrives china evacuate people including turkish azerbaijani georgian albanian nationals wuhan province epicentre coronavirus outbreak via china
0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
0.0,0.0,0.0,0.0,declaring public health emergency international concern global outbreak ncov happening china happening countries
0.0,0.0,0.0,0.0,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain
0.0,0.0,0.0,0.0,bidu raised guidance much china tanking mondaynext
0.0,0.0,0.0,0.0,keep date indestructibles progress bringing product range expertise rapidly developing aerospace indusrtry china specialistcoatings aircraftpaint aerospacecoatings industrialpaint intumesentcoatings subcon mach
0.0,0.0,0.0,0.0,extremely painful video don t deserve coronavirus coronavirusoutbreak prayforchina coronaviruswuhan ncov china wuhan wuhancoronavirus chinavirus wuhanpneumonia coronaoutbreak
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,china virus death toll rises new fatalities government says afp
0.0,0.0,0.0,0.0,speed china detected outbreak isolated virus sequenced genome shared world impressive s commitment transparency supporting countries ncov
0.0,0.0,0.0,0.0,pompei calls communist china central threat times
0.0,0.0,0.0,0.0,students stranded china scared want return pakistan cronavirus
0.0,0.0,0.0,0.0,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook
0.0,0.0,0.0,0.0,china leaders sacrifice coronavirusinfected cities save others prepared accept millions fatalities
0.0,0.0,0.0,0.0,coronavirus lived visited affected areas china come contact anyone ill take steps stay informed eat balanced diet get enough sleep avoid touching eyes nose mouth wash hands ncov ncov
0.0,0.0,0.0,0.0,update read statement spanish spain confirming first case coronavirus china wuhan hubei
0.0,0.0,0.0,0.0,redcross help china people wuhan elite cant trust humanitarian organizations anymore trust
0.0,0.0,0.0,0.0,breaking basrah airport allow travelers china enter
0.0,0.0,0.0,0.0,coronavirus official figures update dead infected suspected infected recovered discharged hubei alone infected dead wuhan city infected dead china
0.0,0.0,0.0,0.0,seventh confirmed coronarvirus patient northern california said exposed traveling china
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,bars foreigners coming china virus fear jan
0.0,0.0,0.0,0.0,update read statement spanish spain confirming first case coronavirus china wuhan hubei
0.0,0.0,0.0,0.0,coronavirus outbreak scared great podcast posted jan featuring several actors witnesses china usa including ncov dontcoverdiscover
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,hmmmsome interesting developments coronavirus true coronavirusaustralia coronaviruscanada ncov china wuhanoutbreak hiv
0.0,0.0,0.0,0.0,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain
0.0,0.0,0.0,0.0,thanks highlighting issue without global pressure china isnt likely address serious risks mass outbreaks deaths inside mass detention camps uyghur region millions lives stake lets get whourumqi asap
0.0,0.0,0.0,0.0,spain confirms first case coronavirus coronavirusoutbreak wuhan china
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,ppl get hysterical bully chineseeastasians elsewhere pls calm deaths caused wuhancoronavirus except china govt slow recog disease pray infected make speedy recoveries
0.0,0.0,0.0,0.0,since chinese communist party came power continuously suppressed persecuted christianity catholicism order fully eradicate religious beliefs establish china zone atheism chinese communist suppressed
0.0,0.0,0.0,0.0,declaring public health emergency international concern global outbreak ncov happening china happening countries
0.0,0.0,0.0,0.0,united states declared coronavirusoutbreak publichealthemergency bar entry foreign nationals mainland china past days rampup efforts stem spread virus
0.0,0.0,0.0,0.0,hope graphic seems stabilizing except result methods cover real death infection rate china dont lookat picture look graph coronavirus cononavirus caronavirus coronovirus also next days
0.0,0.0,0.0,0.0,live winnertakeall talking china tradedeal design business platform mcdonalds epic games marketplace consolidation join
0.0,0.0,0.0,0.0,listen howard markel director center history medicine discusses coronavirus quarantine china
0.0,0.0,0.0,0.0,unitedstates state department issued travel alert china coronavirus continues rapidly spread today delta airlines announced suspensions flights china know chinas economy beginning take pretty hard hit outbreak
0.0,0.0,0.0,0.0,breaking spanish health department says recorded first confirmed case coronavirus china wuhan hubei spain
0.0,0.0,0.0,0.0,great see introduce bill curb world bank funding china senate taxpayers subsidizing chinese economy circumstances bill
0.0,0.0,0.0,0.0,naturalgas weekly update ethane exports rise china receives first cargos energytrade
0.0,0.0,0.0,0.0,beijing housing compounds saying residents enter time fears coronavirus infection china
0.0,0.0,0.0,0.0,facialrecognition latest form payments china fintech payments iot tech deeplearning machinelearning makeyourownlane ir
0.0,0.0,0.0,0.0,hubei province jan new cases pneumonia new deaths total cases severe critical medical watch china
0.0,0.0,0.0,0.0,right animal deserves abused tortured killed people selfishness crime life god good people world make positive impact vegan coronavirus coronavirusec china health
0.0,0.0,0.0,0.0,china acts coronavirus temporarily bans wildlife trade china corona coronarvirus wildlife wildlifetrade animalrights
0.0,0.0,0.0,0.0,beijing joined shanghai extending official holidays essential services food production etc another week work restart th february coronavirus china
0.0,0.0,0.0,0.0,prochinese communist thugs brutalize hongkongprotesters peacefully protesting chinas influence intimidation tactic straight communist playbook
0.0,0.0,0.0,0.0,breaking iran suspends flights china bans flights china due coronavirus outbreak
0.0,0.0,0.0,0.0,prepare meet inevitable disinfect air breathe uvc light healthcare professionals please comment need opinion coronarvirus coronarvirus viruscorona virus wuhan china disease
0.0,0.0,0.0,0.0,japan countries denying entry chinese citizens passports issued hubei province coronavirus emergency started singapore gone one step denying entry anyone passport china
0.0,0.0,0.0,0.0,wish chinese wouldn t eat wild animals time government banned root cause want treat problem coronarvirus china viruscorona
0.0,0.0,0.0,0.0,china govt virus death toll rises new fatalities coronarvirus chinavirus
0.0,0.0,0.0,0.0,confirmed coronavirus cases xinjiang highlight ongoing humanitarian crisis uyghurs million detained camps cannot take basic precautions spread disease china immediately release detained virusthreatincamps
0.0,0.0,0.0,0.0,ping interview freedom speech china change interviews china hongkong
0.0,0.0,0.0,0.0,important declaring public health emergency international concern global outbreak coronavirus chief imagine china implications greatest concern potential virus spread countries weaker health systems
0.0,0.0,0.0,0.0,hubei province sits chinas geographic heart intersection countrys critical road rail water transportation networks central national development strategies
0.0,0.0,0.0,0.0,lieberals running scared unethical love china basicdictatorship exposing millions canadians imminent death antidote vaccine tantamount massmurder treason trudeaumustgo jailjustin
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,banning entry china coronavirus travel tourism ban kdwn
0.0,0.0,0.0,0.0,china george orwells steroids
0.0,0.0,0.0,0.0,uprising quickly ended qing dynasty began wuhan today people china saying epidemic overwhelming regime wuhan chinas chernobyl marx told history repeats wuhancoronavirus
0.0,0.0,0.0,0.0,breakingnews via chris martenson wuhan
0.0,0.0,0.0,0.0,china panicbuilding entire hospitals matter days construction china wuhan engineering
0.0,0.0,0.0,0.0,united states declared coronavirusoutbreak publichealthemergency bar entry foreign nationals mainland china past days rampup efforts stem spread virus
0.0,0.0,0.0,0.0,i m scared many families separated result today s ban past travelers china deeply disproportionate response coronarvirus driven much white house s nativism real public health concern keepfamiliestogether
0.0,0.0,0.0,0.0,goal efforts church china to testify world christ testify middle kingdom kingdom heaven testify earthly momentary lives heavenly eternal life wang
0.0,0.0,0.0,0.0,torture metal nails fingernails pulled electric shocks takes place black room punishment constant human subjects medical experiments women routinely raped china uyghurs
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,wowthis know it s getting bad ufc china mma coronarvirus
0.0,0.0,0.0,0.0,china george orwells steroids
0.0,0.0,0.0,0.0,past years many debated engagement decoupling china wuhancoronavirus decoupling seems consensus lol
0.0,0.0,0.0,0.0,paris daily led brexit friday saturdays paper focuses china isolated rest world coronavirus
0.0,0.0,0.0,0.0,united states declared coronavirusoutbreak publichealthemergency bar entry foreign nationals mainland china past days rampup efforts stem spread virus
0.0,0.0,0.0,0.0,ducks viable alternative pesticides source eco friend link bio thehappybroadcast love positivity happiness happy motivation friends fun style illustration inspiration goodnews future art artist goodmorning positivenews life duck rice farming china japan pesticides post shared happy broadcast
0.0,0.0,0.0,0.0,china model china ice breaker
0.0,0.0,0.0,0.0,iran suspends flights china due coronavirus iran china coronavirus
0.0,0.0,0.0,0.0,people outraged bungee pig every year years animalcruelty happens outrage wisconsin small town festival s chicken toss draws ire animalrights activists animals china pig
0.0,0.0,0.0,0.0,want understand stake coronarvirus article best summary ive found china dataviz
0.0,0.0,0.0,0.0,first batch indian passengers air india special flight wuhan china coronavirus coronavirusindia chinavirus ndtvexclusive ndtv x
0.0,0.0,0.0,0.0,police china even arresting people refuse put face mask see female dropped floor police officer arrested coronavirus
0.0,0.0,0.0,0.0,london s china town empty deserted coronarvirus taking toll london chinatown tourism greatbritain chinese china tourist
0.0,0.0,0.0,0.0,china man likely seriously infected deadly coronavirus stumbles arbitrarily front car supervision cctv public remains lifeless see reactions ncov coronavirusoutbreak wuhancoronavirus
0.0,0.0,0.0,0.0,special report similar ebolavirus racialized distinctly african illness news coronavirus led outbreak anti chinese racism across west
0.0,0.0,0.0,0.0,update coronavirus cases confirmed territories italy confirmed cases philippines india ncov world health organization declares pheic cases china state department authorizes diplomatic staff evacuate china
0.0,0.0,0.0,0.0,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism
0.0,0.0,0.0,0.0,chinese president china coronavirus animal diseases stressed animals sign petition via
0.0,0.0,0.0,0.0,patients discharged hospital wuhan friday recovering novel coronavirus ncov china
0.0,0.0,0.0,0.0,lifted sanctions units chinese tanker company cosco said partially reversing punishment company transporting iranian oil china complained measure tradetalks washington
0.0,0.0,0.0,0.0,iran health minister urges government ban entry travelers china chinavirus coronavirus
0.0,0.0,0.0,0.0,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo
0.0,0.0,0.0,0.0,doctors china arrested revealing truth coronavirus
0.0,0.0,0.0,0.0,china actually vaccine corona virus spreading different countries curing take world coronarvirus china worldwariii
0.0,0.0,0.0,0.0,coronavirus indianarmy responding emergency created facility near manesar quarantine approximately indian students arriving wuhan china students monitored qualified team doctors watch signs infection nationfirst
0.0,0.0,0.0,0.0,i m scared many families separated result today s ban past travelers china deeply disproportionate response coronarvirus driven much white house s nativism real public health concern keepfamiliestogether
0.0,0.0,0.0,0.0,china woman wears plastic water bottle cutout cover face walks footbridge hong kong preventative measure following virus outbreak began chinese city wuhan afp
0.0,0.0,0.0,0.0,wuhancoronovirus financial impacts coronavirus outbreak impacting automaker factories china teslas newest gigafactory shanghai close toyota idles china facilities ford fiat chrysler place travel restrictions
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,update novel coronavirus travel advisory travellers returning china ncov
0.0,0.0,0.0,0.0,new york times first case coronavirus dec local doctors knew problem late dec doctor told wechat group virus disciplined communist party cpc forced admit wrongdoing china
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,chinas effort reduce travel due coronavirus intensifying weak oil demand global balance return later year opec maintains cuts libyas production stays disrupted could prop brent ice year oott
0.0,0.0,0.0,0.0,according chowell current trajectory outbreak hubei following exponential growth trend outbreak provinces china growing following subexponential growth profile
0.0,0.0,0.0,0.0,china s increasingly aggressive authoritarianism one daunting challenges facing developing established democracies countries pushed back could done
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,shocking evidence people hubei province dropping onto floor ill coronavirus china
0.0,0.0,0.0,0.0,reversal allow experts china suggests beijings desperation offthecharts wuhancoronavirus
0.0,0.0,0.0,0.0,breaking santa clara county california confirmed first case coronavirus says local health department china virus
0.0,0.0,0.0,0.0,declares emergency new entry restrictions due coronavirus coronarvirus healthemergency china
0.0,0.0,0.0,0.0,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style
0.0,0.0,0.0,0.0,bat filled python pie i ve heard it s great cold remedybut you re allowed vomit china aday
0.0,0.0,0.0,0.0,reminder cut masks half people collecting selling used masks china wuhancoronavirus coronarovirus kungflu china wtf
0.0,0.0,0.0,0.0,past years many debated engagement decoupling china wuhancoronavirus decoupling seems consensus lol
0.0,0.0,0.0,0.0,robot serving meals amid novel coronavirus outbreak robots deployed deliver meals citizens isolation hotel hangzhou china people isolated suspicion coronavirus coronavirusoutbreak coronaviruswho
0.0,0.0,0.0,0.0,coronavirus sections mirror many common flu virae middle section however completely dissimilar confirmed hiv genomes found virus reason clearly manmade wuhan china pandemic
0.0,0.0,0.0,0.0,american carrier flying china wuhancoronavirus
0.0,0.0,0.0,0.0,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info
0.0,0.0,0.0,0.0,breaking citizen returning america hubei province previous two weeks subject days mandatory quarantine white house announces abc coronavirus coronavirusoutbreak hubei wuhan china
0.0,0.0,0.0,0.0,iran suspends flights china due coronavirus iran china coronavirus
0.0,0.0,0.0,0.0,guangdong province still selling wildlife meat freaking hell get giraffes fxxk babies sell meat markets china disgrace planet
0.0,0.0,0.0,0.0,wynn mgm exposure greater china others big tech names aapl intc qcom avgo nvda nqf nqf recycling tradewar analysis evaluate spx exposure china coronavirus
0.0,0.0,0.0,0.0,china surely continue employ totalitarian measures like drones cameras speakers epidemic regime unlikely give means control people especially recriminations dominate national conversation wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,human rights violations scope scale taking place europe one would expect muslim countries erupted protest far little response abuses taking place china
0.0,0.0,0.0,0.0,new piece much china lockdown either quarantine selfquarantine everyones watching livestreams wuhan hospitals built creating nicknames fan art hero construction vehicles bob builder china style
0.0,0.0,0.0,0.0,crows reported flying cities hubei henan tianjin places china good explained previous tweets tweet tweet
0.0,0.0,0.0,0.0,pictures coronavirus epicentre city wuhan become ghost town following lockdown wuhan china chinavirus wuhancoronavirus coronoavirus coronaoutbreak chinacoronavirus
0.0,0.0,0.0,0.0,breaking bans travelers whos china last days coronovirusoutbreak put monitored selfquarantine
0.0,0.0,0.0,0.0,emergingtech fueling edtech china via iot makeyourownlane facialrecognition
0.0,0.0,0.0,0.0,china avoid nonessential travel china due imposition travel restrictions quarantines parts country order limit spread novel coronavirus monitor news latest developments evolving situation
0.0,0.0,0.0,0.0,china dept state may staging additional evacuation flights citizens reimbursable basis leaving wuhan tianhe intl airport feb individuals subject cdc screening strong possibility quarantine info
0.0,0.0,0.0,0.0,home made facemask plz coronarovirus china deadlineday
0.0,0.0,0.0,0.0,life inside hubei province china coronavirus emergency
0.0,0.0,0.0,0.0,house churches subjected increasing persecution china
0.0,0.0,0.0,0.0,enjoy chinese new year year rat
0.0,0.0,0.0,0.0,rise fall emerging markets per capita gdp rise special colours bric countries brazil russia india china
0.0,0.0,0.0,0.0,social scores may reward punish citizens china digital tech technology cybersecurity augmentedreality innovation mobile internet electronics infosec
0.0,0.0,0.0,0.0,picking chinese takeout dinner leftovers eat treating
0.0,0.0,0.0,0.0,forced stay indoors million people tuned livestreams two hospitals built cement mixers become unlikely celebrities china coronavirus lockdown
0.0,0.0,0.0,0.0,entered hubei province coronarvirus outbreak started virtually nobody streets checkpoint police said won t let back looks like entire province hubei population million locked downchina
0.0,0.0,0.0,0.0,country arms race led usa china via machinelearning deeplearning iot mpgvip robotics iiot autonomousvehicles datascience ir
0.0,0.0,0.0,0.0,students stranded coronavirus lockdown left dozens students stranded china
0.0,0.0,0.0,0.0,due threat novel coronavirus recently adjusted travel advisory china level meaning individuals travel learn restrictions photo
0.0,0.0,0.0,0.0,indeed ccp want remain power reputation china even time crisis like wuhancoronavirusoutbreak
0.0,0.0,0.0,0.0,drones cameras linked facialrecognition systems could collect data chinas nationwide socialcredit system system supposed running year say hello totalitarianism
0.0,0.0,0.0,0.0,coronavirus bay areas st case confirmed santa clara county health officials say wuhan china via
0.0,0.0,0.0,0.0,meanwhile china laughter best medicine felizviernesatodos
0.0,0.0,0.0,0.0,california confirms th coronavirus case declares public emergency california disease outbreak china coronarovirus wuhancoronovirus wuhan travel cdc
